Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mc-0699478,Метална външна полулегнала стол LEONE черен 55x68x90 см,"<p><strong>Външна метална полулегнала стол LEONE в черен цвят</strong></p><ul>
<li>
<strong>Размери:</strong> 55x68x90 см</li>
<li>
<strong>Размери на седалката:</strong> 46x43 см</li>
<li>
<strong>Размери на облегалката:</strong> 46x57 см</li>
<li>
<strong>Височина на седалката:</strong> 44 см</li>
<li>
<strong>Височина на подлакътниците:</strong> 49 см</li>
<li>
<strong>Разстояние между краката:</strong> 47x63 см</li>
<li>
<strong>Размери на металната конструкция:</strong> 40x14x0,8 мм</li>
<li>
<strong>Материали:</strong> Метална конструкция; седалка и облегалка от текстилен (textilene) висококачествен 1x2 полиестерен плат</li>
<li>
<strong>Поддръжка:</strong> Лесна за почистване с влажна кърпа и редовно почистване от прах</li>
<li>
<strong>Предимства:</strong> Здрава конструкция, модерен дизайн, лесна поддръжка, подредлива (стопираща се), отлично съотношение цена-качество</li>
</ul><p>Цветовото представяне може да варира леко в зависимост от настройките на екрана.</p>",Europe,,Градински столове и фотьойли,"Градина, Градински мебели, Градински столове, Градински фотьойли",false,Title,Default Title,,,,,,,,0699478,4600.0,shopify,306,deny,manual,38.25,25.87,true,true,,,,,5208067208574,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9642903-metalliki.jpg?v=1779955099,1,Метална външна полулегнала стол LEONE черен 55x68x90 см - снимка 1,false,Външна метална полулегнала стол LEONE черен 55x68x90 см,"Външна метална полулегнала стол LEONE в черен цвят с текстилен седалка и облегалка, удобна и лесна за поддръжка, с възможност за подреждане една върху друга.",,,,,,,,,,,,,,,,,,kg,,,draft
mc-0699478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9642903-metalliki--1.jpg?v=1779955098,2,Метална външна полулегнала стол LEONE черен 55x68x90 см - снимка 2,,,,,,,,,,,,,,,,,,,,,,,,
mc-0699478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9642903-metalliki--2.jpg?v=1779955098,3,Метална външна полулегнала стол LEONE черен 55x68x90 см - снимка 3,,,,,,,,,,,,,,,,,,,,,,,,
mc-0699478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9642903-metalliki--3.jpg?v=1779955098,4,Метална външна полулегнала стол LEONE черен 55x68x90 см - снимка 4,,,,,,,,,,,,,,,,,,,,,,,,
mc-0699478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9642903-metalliki--4.jpg?v=1779955099,5,Метална външна полулегнала стол LEONE черен 55x68x90 см - снимка 5,,,,,,,,,,,,,,,,,,,,,,,,
mc-0699476,Трапезна маса BRUNO черен метал с гланцова стъклена повърхност 140x80x,"<p><strong>Трапезна маса BRUNO с черен метален скелет и стъклена повърхност</strong></p><ul>
<li>
<strong>Размери:</strong> 140x80x72 см</li>
<li>
<strong>Разстояние между краката:</strong> 122x64 см</li>
<li>
<strong>Материали:</strong> Метален скелет с електростатично боядисване; повърхност от подсилено, закалено стъкло, което е около четири пъти по-здраво от обикновеното и се чупи на малки, безопасни парчета.</li>
<li>
<strong>Поддръжка:</strong> Почиства се лесно с влажна кърпа или специални почистващи препарати.</li>
<li>
<strong>Предимства:</strong> Класически и вечен дизайн, качествени материали, отлична цена-качество.</li>
<li>
<strong>Забележка:</strong> Продуктът се доставя разглобен с всички необходими части за лесен монтаж.</li>
</ul>",Europe,,Градински маси,"Градина, Градински маси, Градински мебели",false,Title,Default Title,,,,,,,,0699476,20500.0,shopify,187,deny,manual,92.69,58.37,true,true,,,,,5208067208628,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-fb9510603-mayro-metalliko-me-gya.jpg?v=1779955081,1,Трапезна маса BRUNO черен метал с гланцова стъклена повърхност 140x80x72 см - снимка 1,false,"Трапезна маса BRUNO черен метал, стъклена повърхност 140x80x72 см",Външна трапезна маса BRUNO с черен метален скелет и подсилена стъклена повърхност. Практична и стилна за балкон или градина.,,,,,,,,,,,,,,,,,,kg,,,draft
mc-0699476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-fb9510603-mayro-metalliko-me-gya-1.jpg?v=1779955080,2,Трапезна маса BRUNO черен метал с гланцова стъклена повърхност 140x80x72 см - снимка 2,,,,,,,,,,,,,,,,,,,,,,,,
mc-0699476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-fb9510603-mayro-metalliko-me-gya-2.jpg?v=1779955080,3,Трапезна маса BRUNO черен метал с гланцова стъклена повърхност 140x80x72 см - снимка 3,,,,,,,,,,,,,,,,,,,,,,,,
mc-0699476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-fb9510603-mayro-metalliko-me-gya-3.jpg?v=1779955080,4,Трапезна маса BRUNO черен метал с гланцова стъклена повърхност 140x80x72 см - снимка 4,,,,,,,,,,,,,,,,,,,,,,,,
mc-0603264,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ","<p><strong>ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ</strong></p><ul><li>
<strong>Описание на продукта:</strong> Полутрапезна стол за външна употреба BRAVE с модерен и ергономичен дизайн, осигуряващ комфорт и стил за всеки открит или професионален обект. Полукръглата облегалка с уникален</li></ul>",Europe,,Градински столове и фотьойли,"Градина, Градински мебели, Градински столове, Градински фотьойли",false,Title,Default Title,,,,,,,,0603264,4900.0,shopify,152,deny,manual,53.79,36.39,true,true,,,,,5208067214407,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9662501-polypropyl.jpg?v=1779955078,1,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ - снимка 1",false,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ","ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE с модерен дизайн, удобна и устойчива на външни условия. Идеална за градини, веранди и заведения.",,,,,,,,,,,,,,,,,,kg,,,draft
mc-0603264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9662501-polypropyl-1.jpg?v=1779955078,2,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ - снимка 2",,,,,,,,,,,,,,,,,,,,,,,,
mc-0603264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9662501-polypropyl-2.jpg?v=1779955077,3,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ - снимка 3",,,,,,,,,,,,,,,,,,,,,,,,
mc-0603264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9662501-polypropyl-3.jpg?v=1779955078,4,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ - снимка 4",,,,,,,,,,,,,,,,,,,,,,,,
mc-0603264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/polythrona-exchoroy-fb9662501-polypropyl-4.jpg?v=1779955077,5,"ПОЛУПРОПИЛЕНОВА ПОЛУТРАПЕЗНА СТОЛ BRAVE БЯЛ 47x42x84,5СМ - снимка 5",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см","<p><strong>Трапезна маса TEROC за външна употреба, алуминий, сива, Ф70x44 см</strong></p><ul>
<li>
<strong>Материал:</strong> алуминий</li>
<li>
<strong>Цвят:</strong> сив</li>
<li>
<strong>Форма:</strong> кръгла</li>
<li>
<strong>Подходяща за:</strong> външни пространства</li>
<li>
<strong>Повърхност на масата:</strong> алуминий с дебелина 1.2mm с електростатично покритие (powder coating)</li>
<li>
<strong>Рамка:</strong> алуминий с диаметър Ф30mm и 22mm, дебелина 1.2mm с електростатично покритие (powder coating)</li>
<li>
<strong>Размери:</strong> диаметър 70 см, височина 44 см, разстояние между краката 44x44 см</li>
<li>
<strong>Тегло:</strong> 4.8 кг</li>
</ul><p>Трапезната маса TEROC е идеалният избор за стилни и функционални външни пространства. Изработена изцяло от алуминий, тя съчетава здравина с минималистичен дизайн, а сивият цвят придава вечен характер, който лесно се вписва във всяка декорация.</p><p>Кръглата форма създава хармонична и приветлива атмосфера, подходяща за моменти на релакс на балкон, веранда или в градината. Лека, но здрава, масата се пренася лесно и е устойчива на външни условия.</p><p>TEROC е перфектният баланс между дизайн и практичност, добавяйки модерен и премиум елемент към вашето външно пространство.</p><p><strong>Поддръжка:</strong></p><ul>
<li>Лесна за почистване с влажна кърпа.</li>
<li>Не изисква специална грижа благодарение на електростатичното покритие.</li>
<li>Препоръчва се покриване или съхранение при екстремни метеорологични условия за по-дълъг живот.</li>
</ul><p>Минималистичен дизайн и здравина за всеки външен кът. Трапезна маса TEROC в сив алуминий е идеалната основа за релакс на балкон или в градина.</p>",Europe,,Градински маси,"Градина, Градински маси, Градински мебели",false,Title,Default Title,,,,,,,,0619022,4800.0,shopify,91,deny,manual,163.22,110.37,true,true,,,,,5208067208048,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434_6cfaeac9-7d85-4034-bcb8-085f21512f38.jpg?v=1779955077,1,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 1",false,Трапезна маса TEROC алуминий сива Ф70x44 см за външна употреба,"Трапезна маса TEROC от алуминий в сив цвят, устойчива и лека, идеална за балкон, веранда или градина. Диаметър 70 см, височина 44 см.",,,,,,,,,,,,,,,,,,kg,,,draft
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-1_799c4865-6b97-43b1-a0f5-3913e8b158c4.jpg?v=1779955077,2,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 2",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-2_369dd0de-2b1c-4ed6-a677-14b1176b583c.jpg?v=1779955077,3,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 3",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-3_0b9568e5-67c5-4429-888a-2f16eb67c06f.jpg?v=1779955077,4,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 4",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-4_0b1e5f50-52f2-40ab-91ef-b907671d50e7.jpg?v=1779955078,5,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 5",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-5_c62a6591-5b64-44a0-aaed-e147c5168fe9.jpg?v=1779955077,6,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 6",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-6_c52142e6-8a9e-4b20-82a7-24c0e92d2fc3.jpg?v=1779955077,7,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 7",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-7_1a9c50e9-0480-49db-bbb0-6762ed5caf25.jpg?v=1779955077,8,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 8",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-8_b15d1ff5-b217-458d-b042-a46daf331cb3.jpg?v=1779955077,9,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 9",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-9_302261b6-5a09-44e3-a304-886a862276c9.jpg?v=1779955077,10,"Трапезна маса за външна употреба TEROC, алуминий, сива, Ф70x44 см - снимка 10",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см","<p><strong>Трапезна маса TEROC за външна употреба, алуминий в капучино цвят, Ф70 см</strong></p><ul>
<li>
<strong>Материал:</strong> алуминий</li>
<li>
<strong>Цвят:</strong> капучино</li>
<li>
<strong>Форма:</strong> кръгла</li>
<li>
<strong>Подходяща за:</strong> външна употреба</li>
<li>
<strong>Плот:</strong> алуминий с дебелина 1.2mm с електростатично покритие (powder coating)</li>
<li>
<strong>Рамка:</strong> алуминий с диаметър Ф30mm и 22mm, дебелина 1.2mm с електростатично покритие (powder coating)</li>
<li>
<strong>Размери:</strong> диаметър 70 см, височина 44 см, разстояние между краката 44x44 см</li>
<li>
<strong>Тегло:</strong> 4.8 кг</li>
</ul><p>Трапезната маса TEROC е идеалният избор за стилни и функционални външни пространства. Изработена изцяло от алуминий, тя съчетава здравина с минималистичен дизайн, а капучиното придава вечен характер, който лесно се вписва във всяка декорация.</p><p>Кръглата форма създава хармонична и приветлива атмосфера, подходяща за моменти на релакс на балкон, веранда или в градината. Лека, но здрава, масата се пренася лесно и е устойчива на външни условия.</p><p>TEROC е перфектният баланс между дизайн и практичност, добавяйки модерен и премиум елемент към вашето външно пространство.</p><p><strong>Предимства:</strong></p><ul>
<li>Минималистичен и модерен дизайн, подходящ за всяко място.</li>
<li>Здрава алуминиева конструкция за външна употреба.</li>
<li>Лесна за преместване благодарение на лекото си тегло.</li>
<li>Мек капучино цвят, който се комбинира лесно.</li>
</ul><p><strong>Поддръжка:</strong></p><ul>
<li>Лесно се почиства с влажна кърпа.</li>
<li>Не изисква специална грижа благодарение на електростатичното покритие.</li>
<li>Препоръчва се покриване или съхранение при екстремни метеорологични условия за по-дълъг живот.</li>
</ul><p>Минималистичен дизайн и издръжливост за всяко външно пространство. Трапезна маса TEROC в капучино алуминий е идеалната основа за релакс на балкон или в градина.</p>",Europe,,Градински маси,"Градина, Градински маси, Градински мебели",false,Title,Default Title,,,,,,,,0619023,4800.0,shopify,85,deny,manual,163.22,110.37,true,true,,,,,5208067208062,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434_3e04e9e1-a752-4b15-8f08-65553bb0ed92.jpg?v=1779955076,1,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 1",false,Трапезна маса TEROC алуминий капучино Ф70x44 см за външна употреба,"Трапезна маса TEROC от алуминий в капучино цвят, устойчива и лека, идеална за балкон, веранда или градина.",,,,,,,,,,,,,,,,,,kg,,,draft
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-1_0272946c-a7d4-4686-ae19-ae679c4e6e8a.jpg?v=1779955076,2,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 2",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-2_7263fb0b-d4b5-44db-aa7e-2a579d9e6ae0.jpg?v=1779955076,3,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 3",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-3_a2af919b-750e-4b67-9ccd-b0ca7beb5bd2.jpg?v=1779955076,4,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 4",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-4_305547d0-a589-4bd7-a191-6ed53df99738.jpg?v=1779955076,5,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 5",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-5_60de4d1e-1d95-48e4-abbd-5acb14a1420e.jpg?v=1779955076,6,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 6",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-6_1c6b3c93-2b91-464c-b49a-bad1ba6ff7ff.jpg?v=1779955076,7,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 7",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-7_88eded03-7b88-40fc-8081-18ce41ef943b.jpg?v=1779955077,8,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 8",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-8_0368f6ba-9d39-4eac-aca7-1f7932f4b09d.jpg?v=1779955077,9,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 9",,,,,,,,,,,,,,,,,,,,,,,,
mc-0619023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-mesis-stroggylo-exchoroy-fb96434-9_14392c25-cb14-427a-8ad4-8a7f8c13adb9.jpg?v=1779955076,10,"Трапезна маса за външна употреба TEROC, алуминий, капучино, Ф70x44 см - снимка 10",,,,,,,,,,,,,,,,,,,,,,,,
